2018年 医 保 药 品 目 录,,,,,,,,,,
,,,,,,,,,,,
序号,医保项目编码,医保项目名称,统计类别,目录等级,医疗目录,工伤目录,生育目录,普通人员支付类型,特殊人群支付类型,居民支付类型
275,81300000235,特殊印模材料,材料费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
276,81300000236,特殊粘接材料,材料费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
277,81300000237,特殊粘接剂,材料费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
278,81300000238,铜离子针,材料费,乙类,属于,属于,不属于,先支付10%,无先支付,先支付10%
279,81300000239,头帽颏兜,材料费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
280,81300000240,透明保持器,材料费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
281,81300000241,图象记录,材料费,乙类,属于,属于,不属于,先支付10%,无先支付,先支付10%
282,81300000242,下颌舌弓,材料费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
283,81300000243,牙体预备,材料费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
284,81300000244,羊膜,材料费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
285,81300000245,咬合板材料,材料费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
286,81300000246,咬合诱导,材料费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
287,81300000247,一次性光纤,材料费,乙类,属于,属于,不属于,先支付10%,无先支付,先支付10%
288,81300000248,一次性结肠透析管,材料费,乙类,属于,属于,不属于,先支付10%,无先支付,先支付10%
289,81300000249,一次性扩张器,材料费,乙类,属于,属于,属于,先支付10%,无先支付,先支付10%
290,81300000250,一次性输液器,材料费,乙类,属于,属于,属于,先支付10%,无先支付,先支付10%
291,81300000251,义齿修复材料,材料费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
292,81300000252,义眼模,材料费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
293,81300000253,异体动脉瓣,材料费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
294,81300000254,隐形固定器特殊材料,材料费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
295,81300000255,印模,材料费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
296,81300000256,予成牵引弓,材料费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
297,81300000257,粘接带环等,材料费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
298,81300000258,正位器,材料费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
299,81300000259,铸造支架,材料费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
300,81300000260,自凝塑料,材料费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
301,81300000261,创疡贴,材料费,乙类,属于,属于,不属于,先支付10%,无先支付,先支付10%
302,81300000262,疤痕软膏（限工伤保险）,材料费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
303,81300000263,术尔泰,材料费,乙类,属于,属于,不属于,先支付10%,无先支付,先支付10%
304,81310000001,人工晶体（限额800元）,材料费,乙类,属于,属于,不属于,限额,限额,限额
305,82100000001,人工血管,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
306,82100000002,动脉瘤夹及显微银夹,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
307,82100000003,滤过器,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
308,82100000004,球囊（血管）（限额5000元）,内置材料,乙类,属于,属于,属于,限额,无先支付,限额
309,82100000005,滤网,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
310,82100000006,弹簧圈,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
311,82100000007,血管瓣膜,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
312,82100000008,球囊反搏导管人造血管,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
313,82100000009,圈套器,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
314,82100000010,射频导管,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
315,82100000011,套扎器,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
316,82100000012,微型血管或血管阻断夹,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
317,82110000001,单腔起搏器（限额15000元）,内置材料,乙类,属于,属于,属于,限额,限额,限额
318,82110000002,机械瓣膜（限额8000元）,内置材料,乙类,属于,属于,属于,限额,限额,限额
319,82110000003,临时起搏器（限额6000元）,内置材料,乙类,属于,属于,属于,限额,限额,限额
320,82110000004,三腔起搏器（限额20000元）,内置材料,乙类,属于,属于,属于,限额,限额,限额
321,82110000005,生物瓣膜（限额8000元）,内置材料,乙类,属于,属于,属于,限额,限额,限额
322,82110000006,双腔起搏器（限额20000元）,内置材料,乙类,属于,属于,属于,限额,限额,限额
323,82110000007,血管支架（限额8000元）,内置材料,乙类,属于,属于,属于,限额,限额,限额
324,82110000008,主动脉支架（限额20000元）,内置材料,乙类,属于,属于,属于,限额,限额,限额
325,82110000009,脑血管支架（限额8000元）,内置材料,乙类,属于,属于,属于,限额,限额,限额
326,82200000001,T型钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
327,82200000002,U型钉,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
328,82200000003,普通钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
329,82200000005,异形钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
330,82200000006,半管钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
331,82200000007,鹅头钉钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
332,82200000008,腓骨钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
333,82200000009,跟骨钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
334,82200000010,肱骨交锁髓内钉,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
335,82200000011,肱骨近端钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
336,82200000012,肱骨远端钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
337,82200000013,股骨加压钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
338,82200000014,股骨交锁髓内钉,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
339,82200000015,股骨近端钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
340,82200000016,股骨普通钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
341,82200000017,股骨远端髁钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
342,82200000018,骨粉等植骨材料,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
343,82200000019,骨科捆绑钢丝,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
344,82200000020,骨盆钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
345,82200000021,骨水泥及配套设备,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
346,82200000022,骨延长器,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
347,82200000023,加压螺旋钉,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
348,82200000024,金属骨针,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
349,82200000025,颈椎前路钉板系统,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
350,82200000026,胫骨加压钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
351,82200000027,胫骨交锁髓内钉,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
352,82200000028,胫骨平台钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
353,82200000029,胫骨远端钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
354,82200000030,空心双头加压螺旋钉,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
355,82200000031,颅骨钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
356,82200000032,颅骨螺钉,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
357,82200000033,颅骨修补钛网,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
358,82200000034,颅内血肿粉碎器,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
359,82200000035,浅螺纹螺钉,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
360,82200000036,人工髌腱,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
361,82200000037,人工骨,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
362,82200000038,人工硬膜（硬脑膜/硬脊膜）,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
363,82200000039,人工椎间盘,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
364,82200000040,人工椎体,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
365,82200000042,三叶钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
366,82200000043,上肢加压钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
367,82200000044,深螺纹螺钉,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
368,82200000045,双齿钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
369,82200000046,锁骨钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
370,82200000047,锁骨钩钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
371,82200000048,钛钉,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
372,82200000049,钛钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
373,82200000050,钛夹,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
374,82200000051,套筒鹅头钉钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
375,82200000052,提拉钉,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
376,82200000053,同种异体血管,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
377,82200000054,限制性股骨加压钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
378,82200000055,限制性胫骨加压钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
379,82200000056,限制性上肢加压钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
380,82200000057,斜L型钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
381,82200000058,斜T型钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
382,82200000059,胸椎前路钉板系统,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
383,82200000060,腰椎前路钉板系统,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
384,82200000061,鹰嘴钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
385,82200000062,鹰嘴窝钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
386,82200000063,掌骨钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
387,82200000064,指骨钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
388,82200000065,重建钢板,内置材料,乙类,属于,属于,属于,先支付20%,无先支付,先支付20%
